"","AIT_USBKB","AIT_BUSCD","AIT_AITCD","AIT_GRPNO","AIT_MEISJ","AIT_SEISJ","AIT_MEISK","AIT_SEISK","AIT_ADRS1","AIT_ADRS2","AIT_ADRS3","AIT_ADRS4","AIT_ADRS5","AIT_YUBIN","AIT_TELNO","AIT_KENCD","AIT_YOSIN","AIT_GYSCD","AIT_TANCD","AIT_TANCH","AIT_SIMKB","AIT_KSBKB","AIT_KSHKB","AIT_SEQKB","AIT_BOBKB","AIT_TORKB","AIT_SQHKB","AIT_ZHSKB","AIT_SEIBO","AIT_INDXJ","AIT_INDXK","AIT_TSYMD","AIT_TEYMD","AIT_TOROK","AIT_MENTE","AIT_SHACD","AIT_BUMON","AIT_TANHO","AIT_SAGRP","AIT_GYSC1","AIT_TESSY","AIT_TESUM","AIT_TESKB","AIT_TESKS","AIT_TESKH","AIT_TESSR","AIT_TESKJ","AIT_CHUKB","AIT_TNLNK","AIT_TNYMD","AIT_TNMNT","AIT_JJOKY","AIT_HJOKY","AIT_GKIBO","AIT_GSTDY","AIT_GONER","AIT_GFUHY","AIT_GSRAI","AIT_GCMNT","AIT_BIKOU","AIT_GMEIS","AIT_GSEIS","AIT_GMEIF","AIT_GSEIF","AIT_ADRG1","AIT_ADRG2","AIT_ADRG3","AIT_ADRG4","AIT_ADRG5","AIT_YUBNG","AIT_TELNG","AIT_FAXNO","AIT_KENCG","AIT_GYOSN","AIT_GYGCD","AIT_GYSMA","AIT_GYSUB","AIT_HINM1","AIT_HINM2","AIT_HINM3","AIT_HINM4","AIT_HINM5","AIT_SGYMD","AIT_SEYMD","AIT_SIHON","AIT_NINZU","AIT_JOUJO","AIT_KEIFG","AIT_KYKKB","AIT_HOSFG","AIT_HOSNM","AIT_TNPKB","AIT_TORKG","AIT_KEIRE","AIT_BIKOG","AIT_JIGSU","AIT_JIGNM","AIT_INDXG","AIT_INDFG","AIT_NAMED","AIT_YOMID","AIT_YAKUD","AIT_ADRD1","AIT_ADRD2","AIT_ADRD3","AIT_ADRD4","AIT_ADRD5","AIT_YUBND","AIT_TELND","AIT_KENC2","AIT_SENEN","AIT_GAKOD","AIT_SOTSU","AIT_DNYMD","AIT_BIKOD","AIT_GTORO","AIT_GMENT","AIT_GSHAC","AIT_DKENC","AIT_KGYCD","AIT_KEIYM","AIT_KEIBK","AIT_HOSYM","AIT_HOSNA","AIT_HOSBK","AIT_TNPSY","AIT_TNPYM","AIT_TNPBK","AIT_OBEUM","AIT_OBEYM","AIT_KESAN","AIT_TOKUM","AIT_TOKYM","AIT_TOKBK","AIT_YOSBK","AIT_GYGC1","AIT_GYGS1","AIT_GYGS2","AIT_URLAD","AIT_SINYO","AIT_COMNT","AIT_KBNK1","AIT_KBNK2","AIT_KBNK3","AIT_KBNK4","AIT_KBNK5","AIT_KYAK1","AIT_KYAK2","AIT_KYAK3","AIT_KYAK4","AIT_KYAK5","AIT_KIRE1","AIT_KIRE2","AIT_KIRE3","AIT_KIRE4","AIT_KIRE5","AIT_KURI1","AIT_KURI2","AIT_KURI3","AIT_KURI4","AIT_KURI5","AIT_KKAB1","AIT_KKAB2","AIT_KKAB3","AIT_KKAB4","AIT_KKAB5","AIT_NBUSCD","AIT_KAMEINO","AIT_TORKEINO","AIT_KEINO","AIT_SYOCD"
"602","U","0281","4954","021353","つな八  銀座店","株式会社  つな八","ﾂﾅﾊﾁ ｷﾞﾝｻﾞﾃﾝ","KK ﾂﾅﾊﾁ","東京都","中央区","","銀座博品館ビル６Ｆ","","1040061","035720023","13","0","00","03","00","99","10210","2000","1","0","00","4","3","1","つな八  銀座店","ﾂﾅﾊﾁｷﾞﾝｻﾞﾃﾝ","","","1996-09-09 00:00:00","2013-04-01 09:34:06","20116","021353","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱つな八","株式会社つな八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","杉並区荻窪","","４－２８－１２　ピースビル荻窪２Ｆ","","1670051","03-5347-2791","","13","300","00","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","000000","","0","","つな八","ﾂﾅﾊﾁ","志村　崇","ｼﾑﾗ ﾀｶｼ","社長","東京都","中野区","","本町６－１６－１２","","1640012","","00","","","","","","2000-12-01 00:00:00","2017-08-08 09:58:46","30660","13","000000","","","","","","","","","0","","5","0","","","","00","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"603","U","0281","4955","      ","＊＊＊魚幸水産＊＊＊","＊＊＊魚幸水産＊＊＊","***ｳｵｺｳ ｽｲｻﾝ***","***ｳｵｺｳ ｽｲｻﾝ***","東京都","中央区","","築地５－２－１築地場内茶屋東４","","1040045","039196877","13","0","00","05","00","99","10199","1000","5","0","01","4","3","1","＊＊＊魚幸水産＊＊＊","***ｳｵｺｳｽｲｻﾝ***","1996-09-20 00:00:00","1999-06-25 00:00:00","1996-09-21 00:00:00","2017-11-01 13:39:42","21339","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","魚幸水産","魚幸水産","ｳｵｺｳ ｽｲｻﾝ","ｳｵｺｳ ｽｲｻﾝ","東京都","中央区","","高島平５－２７－１","","1750000","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","魚幸水産","ｳｵｺｳｽｲｻﾝ","","","","","","","","","0000000","","00","","","","","","1996-09-21 00:00:00","2000-08-11 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604","U","0281","4956","      ","立岡","株式会社  立岡","ﾀﾁｵｶ","ﾀﾁｵｶ","東京都","中央区","","築地５－２－１中央卸売市場内","","1040045","035428855","13","150","96","08","00","99","10199","1000","5","0","00","4","3","1","立岡","ﾀﾁｵｶ","1996-09-27 00:00:00","2019-03-08 00:00:00","1996-09-27 00:00:00","2018-11-21 14:20:21","60559","      ","  ","      ","19","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","株式会社  立岡","株式会社  立岡","ﾀﾁｵｶ","ﾀﾁｵｶ","東京都","中央区","","築地５－２－１中央卸売市場内","","1040000","","","13","100","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","株式会社  立岡","ﾀﾁｵｶ","","","","","","","","","0000000","","00","","","","","","1996-09-27 00:00:00","2001-04-03 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"605","U","0281","4957","021353","つな八　上大岡","株式会社  つな八","ﾂﾅﾊﾁ (ｶﾐｵｵｵｶ)","KK ﾂﾅﾊﾁ","神奈川県","横浜市港南区","","上大岡西１－６－１京急百貨店１０Ｆ","","2330002","048487356","14","300","21","08","00","99","10210","2000","0","0","00","4","3","1","つな八上大岡","ﾂﾅﾊﾁ","2006-12-24 00:00:00","2020-03-30 00:00:00","1996-09-27 00:00:00","2018-11-21 14:20:36","60559","021353","  ","      ","05","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱つな八","株式会社つな八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","杉並区荻窪","","４－２８－１２　ピースビル荻窪２Ｆ","","1670051","03-5347-2791","","13","300","00","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","000000","","0","","つな八","ﾂﾅﾊﾁ","志村　崇","ｼﾑﾗ ﾀｶｼ","社長","東京都","中野区","","本町６－１６－１２","","1640012","","00","","","","","","2000-12-01 00:00:00","2017-08-08 09:58:45","30660","13","000000","","","","","","","","","0","","5","0","","","","00","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"606","U","0281","4958","      ","（有）ムカイ","有限会社  ムカイ","ﾑｶｲ","YK ﾑｶｲ","東京都","中央区","","銀座７－１８－１２川岐ビル５Ｆ","","1040061","03-3549-7464","13","250","97","09","00","99","10199","2000","5","0","00","4","1","1","ムカイ","ﾑｶｲ","1996-12-16 00:00:00","2020-04-23 00:00:00","1996-12-17 00:00:00","2020-03-23 09:24:38","11111","      ","  ","      ","19","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","有限会社  ムカイ","有限会社  ムカイ","YK ﾑｶｲ","YK ﾑｶｲ","東京都","中央区","","築地５－２－１中央卸売市場内西１","","1040000","","","13","100","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","有限会社  ムカイ","ﾑｶｲ","","","","","","","","","0000000","","00","","","","","","1996-12-17 00:00:00","2000-12-12 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"607","U","0281","4959","022187","＊＊＊（有）丸敬商店＊＊＊","＊＊＊有限会社  丸敬商店＊＊＊","***ﾏﾙｹｲｼﾖｳﾃﾝ***","***YK ﾏﾙｹｲ ｼﾖｳﾃﾝ***","東京都","中央区","","築地５－２－１中央卸売市場内茶屋３０部","","1040045","036351668","13","0","00","05","00","99","10199","1000","5","0","01","4","3","1","＊＊＊（有）丸敬商店＊＊＊","***ﾏﾙｹｲｼﾖｳﾃﾝ***","1996-12-16 00:00:00","2004-07-01 00:00:00","1996-12-17 00:00:00","2017-11-01 13:02:13","21339","022187","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈲丸敬商店","有限会社丸敬商店","ﾕ)ﾏﾙｹｲｼｮｳﾃﾝ","ﾕ)ﾏﾙｹｲｼｮｳﾃﾝ","東京都","江東区","","住吉１－２－２４","","1350002","","","13","200","00","","","","","","","","","","0","0","","1","1","1","連帯保証","0","00","000000","","0","","丸敬商店","ﾏﾙｹｲｼｮｳﾃﾝ","","","","","","","","","0000000","","00","","","","","","1996-08-23 00:00:00","2017-08-10 16:37:23","30660","00","000000","2007-12-04 00:00:00","大京で締結","2007-12-04 00:00:00","西岡　登","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"608","U","0281","4960","022040","魚がし鮨　江古田","株式会社  共英","ｳｵｶﾞｼｽﾞｼ ｴｺﾀﾞﾃﾝ","KK ｷﾖｳｴｲ","東京都","練馬区","","旭ケ丘１－７３－１０第２東輝ビル１Ｆ","","1760005","039962505","13","0","18","04","00","99","10199","2000","5","0","00","4","3","1","魚がし鮨　江古田","ｳｵｶﾞｼｽﾞｼｴｺﾀﾞ","1996-12-16 00:00:00","2020-04-10 00:00:00","1996-12-17 00:00:00","2018-11-21 14:21:07","60559","022040","  ","      ","05","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱共英","株式会社共英","ｶ)ｷｮｳｴｲ","ｶ)ｷｮｳｴｲ","東京都","港区","","芝５－２４－１０第２共英ビル３Ｆ","","1080014","","","13","500","00","","","","","","","","","","0","0","","0","0","0","","0","00","000000","","0","","共英","ｷｮｳｴｲ","","","","","","","","","0000000","","00","","","","","","2001-01-12 00:00:00","2017-08-10 14:05:00","30660","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"609","U","0281","4961","      ","＊＊両国アクアハウス  江戸遊＊＊","＊＊有限会社  東新アクア＊＊","ﾘﾖｳｺﾞｸ ｱｸｱﾊｳｽ ｴﾄﾞﾕｳ","YK ﾄｳｼﾝｱｸｱ","東京都","墨田区","","亀沢１－５－８","","1300014","036212611","13","0","00","05","00","99","10199","1000","5","0","01","4","3","1","＊＊両国アクアハウス  江戸遊＊＊","ﾘﾖｳｺﾞｸｱｸｱﾊｳｽｴﾄﾞ","1996-12-17 00:00:00","2002-08-05 00:00:00","1996-12-17 00:00:00","2017-11-01 13:21:48","21339","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","＊＊有限会社  東新アクア＊＊","＊＊有限会社  東新アクア＊＊","YK ﾄｳｼﾝｱｸｱ","YK ﾄｳｼﾝｱｸｱ","東京都","墨田区","","亀沢１－８－１","","1300000","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","＊＊有限会社  東新アクア＊＊","ﾘﾖｳｺﾞｸｱｸｱﾊｳｽｴﾄﾞ","","","","","","","","","0000000","","00","","","","","","1996-12-17 00:00:00","2002-08-06 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610","U","0281","4962","990147","大都魚類㈱大田支社","大都魚類  株式会社","ﾀﾞｲﾄ ｷﾞﾖﾙｲKK ｵｵﾀｼｼﾔ","ﾀﾞｲﾄ ｷﾞﾖﾙｲ KK","東京都","大田区","","東海３－２－８","","1430001","034926115","13","0","00","08","00","00","20060","2000","5","0","00","4","3","1","大都魚類㈱大田支社","ﾀﾞｲﾄｷﾞﾖﾙｲｵｵﾀｼｼﾔ","1996-12-17 00:00:00","2012-06-23 00:00:00","1996-12-17 00:00:00","2013-04-01 00:00:00","20116","020170","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","大都魚類㈱","大都魚類株式会社","ﾀﾞｲﾄｷﾞｮﾙｲ(ｶ","ﾀﾞｲﾄｷﾞｮﾙｲ(ｶ","東京都","江東区","","豊洲6-6-2","","1358109","03-6633-2200","03-3520-8061","13","9432","91","","","","","","","","","1947-10-01 00:00:00","2628","304","東証二部","0","0","0","","0","00","000000","","3","","大都魚類㈱大田支社","ﾀﾞｲﾄｷﾞﾖﾙｲｵｵﾀｼｼﾔ","網野　裕美","","代表取締役社長","","","","","","       ","","  ","","","","2018-06-26 00:00:00","","1996-12-17 00:00:00","2020-02-14 14:28:24","30381","  ","000000","","","","","","","","","0","","3","0","","","","18","00","00",""," ","平成16年3/16に成田魚市場㈱を吸収合併する。","農林中金（本店）","東京三菱（築地）","みずほ（築地中央）","UFJ（銀座）","三井住友（築地）","（社長）　今村　洋一","（専務）　折原　長太郎","（常務）　緒方　康二","（常務）　国司　博美","（取締）　佐々木　和郎","マルハ","大洋エーアンドエフ","三菱商事","ベニレイ","","市場仲卸業者","売買参加者","やま庄水産","恵水産","","マルハ　　　　　　　　　　10,041,687","大洋エーアンドエフ　　　1,250,000","神港魚類                  1,000,000","農林中央金庫              988,000","東京三菱銀行              601,000","    ","        ","   ","                ","       "
"611","U","0281","4963","020355","えび荷受","株式会社  えび荷受","ｴﾋﾞﾆｳｹ","KK ｴﾋﾞﾆｳｹ","東京都","中央区","","勝どき４－１０－６","","1040054","035348287","13","200","92","08","00","99","10199","2000","1","0","00","4","3","1","えび荷受","ｴﾋﾞﾆｳｹ","1997-03-19 00:00:00","2020-04-30 00:00:00","1997-03-19 00:00:00","2018-11-21 14:21:21","60559","020355","  ","      ","18","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱えび荷受","株式会社えび荷受","ｶ)ｴﾋﾞﾆｳｹ","ｶ)ｴﾋﾞﾆｳｹ","東京都","中央区","","勝どき４－１０－６","","1040054","0335348201","","13","2400","92","","","","","","","","","","0","0","","0","0","0","","0","00","000000","","0","","えび荷受","ｴﾋﾞﾆｳｹ","泉　和俊","ｲｽﾞﾐ ｶｽﾞﾄｼ","代表取締役","","","","","","0000000","","00","","","","","","1997-10-01 00:00:00","2017-08-03 15:51:38","30660","13","000000","","","","","","","","","0","","0","0","","","","18","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"612","U","0281","4964","990784","＊＊＊㈱春陽堂＊＊＊","＊＊＊株式会社  春陽堂＊＊＊","***ｼﾕﾝﾖｳﾄﾞｳ***","***KK ｼﾕｳﾖｳﾄﾞｳ***","東京都","中央区","","築地５－２－１築地市場内","","1040045","0475408201","13","0","00","05","00","20","10120","2000","5","0","01","4","3","1","＊＊＊㈱春陽堂＊＊＊","***ｼﾕﾝﾖｳﾄﾞｳ***","1997-06-03 00:00:00","2001-02-23 00:00:00","1997-06-03 00:00:00","2017-11-01 13:31:04","21339","020681","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱春陽堂","株式会社春陽堂","ｶ)ｼｭﾝﾖｳﾄﾞｳ","ｶ)ｼｭﾝﾖｳﾄﾞｳ","京都府","京都市南区","","吉祥院清水町２","","6018329","0756725211","","26","1805","00","寿司、弁当製造卸売","ﾚｽﾄﾗﾝ","","","","","","","1950-01-01 00:00:00","322","270","","0","0","0","","0","00","000000","2009.08本社移転","0","","春陽堂","ｼｭﾝﾖｳﾄﾞｳ","岡田　正陽","ｵｶﾀﾞ ｾｲﾖｳ","社長","京都府","","","","","0000000","","00","","","","","","1994-03-29 00:00:00","2017-07-20 11:51:55","30660","26","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","平成１６年９月に㈱茶月、ｲｰｽﾄ茶月㈱、㈱ｽﾊﾟｲｼｰの３社に会社分割。","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"613","U","0281","4965","990034","＊＊海老の大丸＊＊","＊＊株式会社  海老の大丸＊＊","**ｴﾋﾞﾉ ﾀﾞｲﾏﾙ**","**KK ｴﾋﾞﾉ ﾀﾞｲﾏﾙ**","東京都","中央区","","築地５－２－１中央卸売市場内茶屋東４","","1040045","044733211","13","0","00","05","00","99","10199","1000","0","0","01","4","3","1","㈱海老の大丸  横浜支社","ｴﾋﾞﾉﾀﾞｲﾏﾙﾖｺﾊﾏｼｼ","1997-08-22 00:00:00","1998-10-16 00:00:00","1997-08-22 00:00:00","2017-11-01 00:00:00","21339","020043","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱海老の大丸","株式会社海老の大丸","ｶ)ｴﾋﾞﾉﾀﾞｲﾏﾙ","ｶ)ｴﾋﾞﾉﾀﾞｲﾏﾙ","東京都","中央区","","築地６－２１－７","","1040045","0335417281","","13","115","92","","","","","","","","","1958-09-01 00:00:00","90","50","","1","1","0","","0","01","000000","","5","","㈱海老の大丸  横浜支社","ｴﾋﾞﾉﾀﾞｲﾏﾙﾖｺﾊﾏｼｼ","","","","","","","","","       ","","  ","","","","","","1997-08-22 00:00:00","2019-07-05 09:04:46","31038","  ","000000","","","","","","","","","0","","6","0","","","","18","00","00",""," ","","みずほ（築地中央）","三井住友（築地）","中央三井信託（新橋）","ＵＦＪ（銀座）","","（社長）　井上 爾郎","（専務）　佐藤　力","（取締）　小孫　博","（取締）　中嶋　實","（取締）　田島　敏光","大都魚類","ベニレイ","トーメン","築地魚市場","中央魚類","銀座アスター","西洋フードシステムズ","プリンスホテル","東天紅","東京ベイホテル東急","小孫　マツエ","井上 爾郎","佐藤　力","","","    ","        ","   ","                ","       "
"614","U","0281","4966","033458","綱八（溝口店）","株式会社綱八","ﾂﾅﾊﾁ (ﾐｿﾞｸﾞﾁﾃﾝ)","ｶ)ﾂﾅﾊﾁ","神奈川県","川崎市高津区","","溝口１－４－１丸井ファミリー溝口１０Ｆ","","2130001","048500054","14","150","21","08","00","99","10199","2000","0","0","00","4","3","1","綱八（溝口店）","ﾂﾅﾊﾁ","1997-09-06 00:00:00","2019-01-24 00:00:00","1997-09-08 00:00:00","2018-11-21 14:21:33","60559","      ","  ","      ","05","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:52","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"615","U","0281","4967","033458","綱八  溝口デリカ店","株式会社綱八","ﾂﾅﾊﾁ ﾐｿﾞｸﾞﾁﾃﾞﾘｶﾃﾝ","ｶ)ﾂﾅﾊﾁ","神奈川県","川崎市高津区","","溝口１－４－１丸井ファミリー溝口Ｂ１","","2130001","033830611","14","0","00","03","00","99","10199","2000","0","0","00","4","3","1","綱八  溝口デリカ店","ﾂﾅﾊﾁﾐｿﾞｸﾞﾁﾃﾞﾘｶﾃ","1997-09-08 00:00:00","2002-08-08 00:00:00","1997-09-08 00:00:00","2013-07-11 13:16:43","21334","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:53","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"616","U","0281","4968","990807","東京大田魚市場（株）","東京大田魚市場  株式会社","ﾄｳｷﾖｳ ｵｵﾀ ｳｵｲﾁﾊﾞ KK ｶﾌﾞ","ﾄｳｷﾖｳ ｵｵﾀ ｳｵｲﾁﾊﾞ KK","東京都","大田区","","東海３－２－８","","1430001","034926115","13","0","00","04","00","00","20060","2000","5","0","00","4","3","1","東京大田魚市場（株）","ﾄｳｷﾖｳｵｵﾀｳｵｲﾁﾊﾞ ｶﾌﾞ","1997-10-06 00:00:00","2005-01-17 00:00:00","1997-10-06 00:00:00","2012-06-07 15:18:52","21296","021226","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","東京太田魚市場㈱","東京太田魚市場株式会社","ﾄｳｷｮｳｵｵﾀｳｵｲﾁﾊﾞ(ｶ","ﾄｳｷｮｳｵｵﾀｳｵｲﾁﾊﾞ(ｶ","東京都","大田区","","東海３－２－８東京中央卸売市場大田市場","","1430001","0354926000","","13","1002","00","","","","","","","","","","172","0","","0","0","0","","0","00","000000","東京太田魚市場  株式会社","0","","東京太田魚市場","ﾄｳｷｮｳｵｵﾀｳｵｲﾁﾊﾞ","江口  策磨","ｴｸﾞﾁ ｻｸﾏ","代表","東京都","","","","","0000000","","00","","","","","","2001-03-27 00:00:00","2017-07-20 13:27:15","30660","13","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"617","U","0281","4969","022500","㈲海老徳","有限会社海老徳","ﾕ)ｴﾋﾞﾄｸ","ﾕ)ｴﾋﾞﾄｸ","東京都","中央区","","築地５－２－１築地市場内茶屋新１","","1040045","034133030","13","500","97","09","00","99","10199","1000","5","0","00","4","3","1","海老徳","ｴﾋﾞｸﾄ","1997-11-21 00:00:00","2020-04-27 00:00:00","1997-12-01 00:00:00","2020-03-23 09:22:36","11111","022500","  ","      ","19","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈲海老徳","有限会社海老徳","ﾕ)ｴﾋﾞﾄｸ","ﾕ)ｴﾋﾞﾄｸ","東京都","世田谷区","","太子堂２－２－５","","1540004","03-3413-8295","03-3414-0518","13","500","00","","","","","","","","","1958-08-01 00:00:00","5","12","","0","0","0","","0","00","000000","","0","","海老徳","ｴﾋﾞﾄｸ","平畑 淳","ﾋﾗﾊﾀ ｼﾞｭﾝ","社長","東京都","","","","","0000000","","13","1961-09-01 00:00:00","明学大","","1990-01-01 00:00:00","","2000-06-22 00:00:00","2018-04-25 14:30:49","21339","13","000000","","","","","","","","","0","","7","0","","","","00","00","00",""," ","","みずほ（三軒茶屋）","ＵＦＪ(三軒茶屋）","東京三菱（世田谷）","","","","","","","","泉久食品","大栄太源","フジタ水産","小川食品","鷲善商店","㈱ソホーズ・ホスピタリティ","料飲店","","","","","","","","","    ","        ","   ","                ","       "
"618","U","0281","4970","990730","＊＊＊㈱ハッピ－ワ－ルド＊＊＊","＊＊＊株式会社  ハッピ－ワ－ルド＊＊＊","***ﾊﾂﾋﾟ-ﾜ-ﾙﾄﾞ***","***KK ﾊﾂﾋﾟ-ﾜｰﾙﾄﾞ***","東京都","中央区","","築地７－１３－１１","","1040045","035438251","13","0","00","05","00","92","20045","2000","5","0","01","4","3","1","＊＊＊ハッピ－ワ－ルド＊＊＊","***ﾊﾂﾋﾟﾜﾙﾄﾞ***","1997-11-21 00:00:00","2001-07-31 00:00:00","1997-12-01 00:00:00","2017-11-01 00:00:00","21339","020836","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱ハッピーワールド","株式会社ハッピーワールド","ｶ)ﾊｯﾋﾟｰﾜｰﾙﾄﾞ","ｶ)ﾊｯﾋﾟｰﾜｰﾙﾄﾞ","東京都","渋谷区","","神宮前６－１９－１４渋谷ハッピービル","","1500001","0354664779","","13","60","00","","","","","","","","","","0","0","","0","0","0","","0","01","000000","","0","","＊＊＊ハッピ－ワ－ルド＊＊＊","***ﾊﾂﾋﾟﾜﾙﾄﾞ***","岩本  工","ｲﾜﾓﾄ ﾀｸﾐ","社長","東京都","","","","","0000000","","00","","","","","","1997-12-01 00:00:00","2019-03-27 15:35:26","21339","13","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
