"","GZA_HINCD","HIZ_HINNM","HIZ_SIZEN","HIZ_YORYO","HIZ_JURKB","HIZ_IRISU","GZA_HTANK","GZA_ZAIKB","GZA_ZSHNO","GZA_NYKNO","GZA_NSKKB","GZA_NKYMD","GZA_UPYMD","GZA_MOTOK","GZA_MKING","GZA_GENZA","GZA_JUCHU","KAD_COPRM","KAD_FCTRM","GZA_GENCD","GZA_KAKCD","GZA_IKUCD","GZA_TAICD","GZA_KURCD","TGEN_GENNM","TKAK_GENNM","TIKU_IKUNM","TTAI_TAINM"
"632","400611000","ﾋﾗﾒ","","100","G","10","0","0","0281012154555002","","00","2020-03-18","2020-03-18","1","0","0","0","大京１","","10042","     "," ","02","020732","長崎県","","","生鮮"
"633","400611000","ﾋﾗﾒ","","100","G","10","0","0","0281012155294002","","00","2020-04-02","2020-04-02","33","4950","0","0","大京１","","10008","     "," ","02","020732","茨城県","","","生鮮"
"634","400611000","ﾋﾗﾒ","","100","G","10","0","0","0281012177669001","","00","2020-02-20","2020-02-20","0","0","0","0","大京１","","10004","     "," ","02","020732","宮城県","","","生鮮"
"635","400611000","ﾋﾗﾒ","","100","G","10","0","0","0281012193392004","","00","2020-03-24","2020-03-24","0","0","0","0","大京１","","10044","     "," ","02","020732","大分県","","","生鮮"
"636","400611000","ﾋﾗﾒ","","100","G","10","0","0","0281042008766001","","00","2020-03-30","2020-03-30","70","10500","0","0","大京１","","10002","     "," ","02","020732","青森県","","","生鮮"
"637","400611000","ﾋﾗﾒ","","100","G","10","0","0","0281042012076001","","00","2020-02-08","2020-02-08","0","0","0","0","大京１","","20222","     ","1","02","020732","韓国","","養殖","生鮮"
"638","400890000","ﾋﾗﾒF","","10","G","1","0","0","0281012154719001","","00","2020-03-26","2020-03-26","0","21922","0","0","大京１","","10032","     "," ","02","020732","島根県","","","生鮮"
"639","400890000","ﾋﾗﾒF","","10","G","1","0","0","0281012160599001","","00","2020-02-10","2020-02-10","0","17927","0","0","大京１","","10017","     "," ","02","020732","石川県","","","生鮮"
"640","400890000","ﾋﾗﾒF","","10","G","1","0","0","0281042013511001","","00","2020-02-10","2020-02-10","0","0","0","0","大京１","","     ","10017"," ","02","020732","","石川県","","生鮮"
"641","401860027","ｶﾗｽｶﾚｲDﾛｼｱ","1-2","10000","G","1","8999","0","0281042011571001","","00","2020-05-04","2020-05-02","9","81000","9","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"642","401880100","ｶﾗｽｶﾚｲD","","5000","G","2","4500","0","0281042013681001","","00","2020-04-28","2020-04-30","1","9000","0","0","大京１","","20218","     "," ","02","020732","ﾛｼｱ","","","生鮮"
"643","404380114","ｱｻﾊﾞｶﾚｲｺﾓﾁDｱﾒﾘｶ","14","5000","G","2","3122","0","0216212635107002","","00","2020-03-28","2020-05-02","2","6200","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"644","405180970","ｱﾌﾞﾗｶﾚｲF ｱﾒﾘｶ","300-500","5000","G","2","3550","0","0281042012543001","","00","2020-02-14","2020-03-13","4","14200","1","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"645","408580157","ﾀﾞﾌﾞｶﾚｲSDｵﾗﾝﾀﾞ","M","5000","G","2","2250","0","0281012103503004","","00","2020-03-24","2020-03-26","2","4500","2","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"646","409710231","ﾐｶﾞｷ ﾆｼﾝ","","1000","G","8","0","0","0281042013437001","","00","2020-02-06","2020-02-06","1","1250","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"647","409730232","ｱﾌﾞﾗｶﾚｲｴﾝｶﾞﾜ","L","500","G","24","1399","0","0281042008571001","","00","2020-04-06","2020-04-10","89","124600","80","0","大京１","","20005","     "," ","02","020732","ｱﾒﾘｶ","","","生鮮"
"648","409786939","ﾔﾏ ｶﾚｲ","L 120X30","3600","G","3","0","0","0281042013689001","","00","2020-05-02","2020-05-02","2","7380","2","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"649","410911000","ﾒﾊﾞﾙ F","","100","G","10","0","0","0281042012431001","","00","2020-03-21","2020-03-21","50","4250","0","0","大京１","","20005","     "," ","02","020732","ｱﾒﾘｶ","","","生鮮"
"650","411580816","ｸﾛﾒﾇｹF ｱﾒﾘｶ","16","5000","G","2","3400","0","0281042012494001","","00","2020-02-20","2020-02-18","2","6800","2","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"651","411911000","ﾏﾀﾞﾗ F","","100","G","10","0","0","0281012154253001","","00","2020-03-10","2020-03-10","0","-55","0","0","大京１","","10002","     "," ","02","020732","青森県","","","生鮮"
"652","411911000","ﾏﾀﾞﾗ F","","100","G","10","0","0","0281012155228002","","00","2020-03-24","2020-03-24","0","5000","0","0","大京１","","10001","     "," ","02","020732","北海道","","","生鮮"
"653","411911000","ﾏﾀﾞﾗ F","","100","G","10","0","0","0281042013483001","","00","2020-02-15","2020-02-15","0","0","0","0","大京１","","10004","     "," ","02","020732","宮城県","","","生鮮"
"654","411911943","ﾏﾀﾞﾗFﾎﾈﾄﾘ","7-10","100","G","10","84","0","0281042013332001","","00","2020-02-04","2020-02-18","186","15810","158","0","大京１","","20005","     "," ","02","020732","ｱﾒﾘｶ","","","生鮮"
"655","412311032","ｷﾞﾝﾀﾞﾗ","3-4","100","G","10","129","0","0281042012268001","","00","2020-04-30","2020-04-30","39","4905","39","0","大京１","","20046","     "," ","02","020732","ｶﾅﾀﾞ","","","生鮮"
"656","412411000","ｷﾞﾝﾀﾞﾗD","","100","G","10","82","0","0281162031066101","","00","2020-04-30","2020-05-01","709","60842","584","0","大京１","","20005","     "," ","02","020732","ｱﾒﾘｶ","","","生鮮"
"657","412411035","ｷﾞﾝﾀﾞﾗD","4-5","100","G","10","158","0","0281042012211001","","00","2020-03-13","2020-03-23","266","41674","87","0","大京１","","20046","     "," ","02","020732","ｶﾅﾀﾞ","","","生鮮"
"658","412474027","ｷﾞﾝﾀﾞﾗD ｱﾒﾘｶ","1-2","50","P","1","0","0","0281042013574001","","00","2020-02-28","2020-03-30","1","11340","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"659","412511732","ｷﾞﾝﾀﾞﾗCC ｱﾒﾘｶ","3-4","100","G","10","0","0","0281162033120101","","00","2020-04-24","2020-04-24","15","1650","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"660","412560729","ｷﾞﾝﾀﾞﾗCC ｱﾒﾘｶ","2-3","10000","G","1","0","0","0281042011660001","","00","2020-03-28","2020-03-28","10","120000","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"661","412560735","ｷﾞﾝﾀﾞﾗCC ｱﾒﾘｶ","4-5","10000","G","1","0","0","0281042008221001","","00","2020-03-23","2020-03-23","5","47500","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"662","415272722","ﾆｼﾝRﾉﾙｳｴｰ","22","7000","G","1","0","0","0281042009586001","","00","2020-04-10","2020-04-10","14","22400","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"663","415360559","ﾆｼﾝF ｱﾒﾘｶ","81-90","10000","G","1","0","0","0216212662453001","","00","2020-04-25","2020-04-27","1","4300","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"664","415663000","ﾆｼﾝ ｺﾓﾁ","","170","G","10","0","0","0281042013525001","","00","2020-02-13","2020-02-13","0","300","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"665","416457410","ｶﾗﾌﾄｼｼﾔﾓ","10","230","G","40","0","0","0281042013148001","","00","2020-05-02","2020-05-02","0","660","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"666","416702862","ｶｻｺﾞ F","120-150","2000","G","6","3060","0","0281012190749002","257767-01","00","2020-01-24","2020-03-27","48","146880","30","0","東洋水産（株）","大井埠頭冷蔵庫","20136","     "," ","02","010201","ﾆｭｰｼﾞｰﾗﾝﾄﾞ","","","生鮮"
"667","416702862","ｶｻｺﾞ F","120-150","2000","G","6","3060","0","0281042006333001","","00","2020-03-28","2020-04-23","13","39780","5","0","大京１","","20136","     "," ","02","020732","ﾆｭｰｼﾞｰﾗﾝﾄﾞ","","","生鮮"
"668","416702864","ｶｻｺﾞ F","200-UP","2000","G","6","2860","0","0281012188395001","246321-01","00","2019-12-10","2020-01-16","120","343200","18","0","東洋水産（株）","大井埠頭冷蔵庫","20136","     "," ","02","010201","ﾆｭｰｼﾞｰﾗﾝﾄﾞ","","","生鮮"
"669","416702864","ｶｻｺﾞ F","200-UP","2000","G","6","2860","0","0281012190749001","252516-01","00","2020-01-24","2020-01-24","60","171600","60","0","東洋水産（株）","大井埠頭冷蔵庫","20136","     "," ","02","010201","ﾆｭｰｼﾞｰﾗﾝﾄﾞ","","","生鮮"
"670","416702864","ｶｻｺﾞ F","200-UP","2000","G","6","2860","0","0281042012462001","","00","2020-01-17","2020-02-13","40","114400","22","0","大京１","","20136","     "," ","02","020732","ﾆｭｰｼﾞｰﾗﾝﾄﾞ","","","生鮮"
"671","416702961","ｶｻｺﾞFﾆﾕｰｼﾞｰﾗﾝﾄﾞ","100-120","2000","G","6","3130","0","0211213552803001","","00","2019-12-12","2020-03-03","8","25064","4","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"672","417710700","ﾀﾗｽﾘﾐ","","1000","G","1","0","0","0281042012247001","","00","2020-03-21","2020-03-21","20","13000","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"673","418710000","ｽﾘﾐ","","1000","G","10","0","0","0281042012419001","","00","2020-02-27","2020-02-27","1","1800","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"674","418710007","ｱｼﾞｽﾘﾐ","","1000","G","10","699","0","0281042012684001","","00","2020-03-26","2020-05-02","20","13980","11","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"675","418710007","ｱｼﾞｽﾘﾐ","","1000","G","10","699","0","0281122005680001","052843-01-00","00","2020-02-29","2020-03-17","20","13980","0","0","東市ﾛｼﾞｽﾃｨｸｽ","","10012","     "," ","02","025375","千葉県","","","生鮮"
"676","418710007","ｱｼﾞｽﾘﾐ","","1000","G","10","699","0","0281122005680002","052844-01-00","00","2020-02-29","2020-03-26","50","34950","0","0","東市ﾛｼﾞｽﾃｨｸｽ","","10012","     "," ","02","025375","千葉県","","","生鮮"
"677","418730200","ｽﾘﾐ","","500","G","15","0","0","0281042013055001","","00","2020-03-23","2020-03-23","0","0","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"678","418730400","ｽﾘﾐ","","500","G","40","0","0","0281042011120001","","00","2020-02-20","2020-02-20","80","34000","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"679","420130363","ｼﾞﾕｸｾｲﾏｸﾞﾛﾀﾀｷ","","500","G","2","0","0","0281042008968001","","00","2020-05-02","2020-05-02","4","3300","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"680","420130863","ﾏｸﾞﾛﾀﾀｷ","","500","G","10","0","0","0281042011030001","","00","2020-04-09","2020-04-09","10","7750","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"681","421311000","ﾏｶｼﾞｷ","","100","G","10","50","0","0281042013616001","","00","2020-03-18","2020-04-30","60","3000","48","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"682","421711000","ｸﾛﾏｸﾞﾛ","","100","G","10","0","0","0281042013500001","","00","2020-02-06","2020-02-06","0","0","0","0","大京１","","10045","     "," ","02","020732","宮崎県","","","生鮮"
"683","421711213","ｸﾛﾏｸﾞﾛﾏﾙﾀﾖｳｼﾖｸ","52-04","100","G","10","0","0","0281042012291001","","00","2020-03-30","2020-03-30","0","0","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"684","421711295","ｸﾛﾏｸﾞﾛｶﾜﾗ ﾏﾙﾀﾖｳｼﾖｸ","65","100","G","10","0","0","0281042012799001","","00","2020-05-01","2020-05-01","1733","519900","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"685","421711466","ｸﾛﾏｸﾞﾛﾛｲﾝﾖｳｼﾖｸ","","100","G","10","0","0","0281012191226001","","00","2020-02-03","2020-02-03","217","83545","0","0","大京１","","10039","     "," ","02","020732","高知県","","","生鮮"
"686","421711495","ｸﾛﾏｸﾞﾛｶﾜﾗ ﾏﾙﾀﾖｳｼﾖｸ","55","100","G","10","0","0","0281042012798001","","00","2020-04-24","2020-04-24","637","207025","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"687","421711536","ｸﾛﾏｸﾞﾛﾃﾝﾐ","TY","100","G","10","0","0","0281042011576001","","00","2020-05-02","2020-05-02","1059","254160","0","0","大京１","","50068","     ","1","02","020732","ﾏﾙﾀ 地中海","","養殖","生鮮"
"688","421711614","ｸﾛﾏｸﾞﾛｵｵﾄﾛｸﾛｱﾁｱﾖｳｼﾖｸ","","100","G","10","0","0","0281042011112001","","00","2020-04-03","2020-04-03","3007","1683920","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"689","421711716","ｸﾛﾏｸﾞﾛﾏﾙﾀﾖｳｼﾖｸ","ﾃﾝﾐ","100","G","10","0","0","0281042011034001","","00","2020-03-14","2020-03-14","323","77520","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"690","421711995","ｸﾛﾏｸﾞﾛ ﾖｳｼﾖｸ","ｶﾜﾗ","100","G","10","0","0","0281042010265001","","00","2020-05-02","2020-05-02","608","182400","0","0","大京１","","20189","     ","1","02","020732","ﾏﾙﾀ","","養殖","生鮮"
"691","421911506","ｸﾛﾏｸﾞﾛｻｸ ﾏﾙﾀﾖｳｼﾖｸ","ｵｵﾄﾛ","100","G","10","0","0","0287212337143003","","00","2020-02-03","2020-02-03","1142","639520","0","0","大京１","","     ","     ","1","02","020732","","","養殖","生鮮"
"692","422011000","ｷﾊﾀﾞ ﾏｸﾞﾛ","","100","G","10","0","0","0281012146212001","","00","2020-02-06","2020-02-06","0","3480","0","0","大京１","","10045","     "," ","02","020732","宮崎県","","","生鮮"
"693","422076096","ｷﾊﾀﾞﾏｸﾞﾛ","ｶﾏ","6000","G","1","2500","0","0281012187136001","","00","2020-04-09","2020-04-09","5","12500","5","0","大京１","","20170","     "," ","02","020732","ﾍﾞﾄﾅﾑ","","","生鮮"
"694","422088000","ｷﾊﾀﾞﾏｸﾞﾛ","","3000","G","1","0","0","0281012168102002","","00","2020-03-23","2020-03-23","0","0","0","0","大京１","","20237","     "," ","02","020732","日本 韓国 台湾","","","生鮮"
"695","422511000","ﾒﾊﾞﾁﾏｸﾞﾛ","","100","G","10","0","0","0281042009079001","","00","2020-03-23","2020-03-23","0","0","0","0","大京１","","50036","     "," ","02","020732","日本 太平洋","","","生鮮"
"696","422511090","ﾒﾊﾞﾁﾏｸﾞﾛ","A","100","G","1","155","0","0281012107005001","","00","2020-05-02","2020-05-02","100","15500","100","0","大京１","","20228","     "," ","02","020732","台湾","","","生鮮"
"697","422511090","ﾒﾊﾞﾁﾏｸﾞﾛ","A","100","G","1","155","0","0281012133840001","","00","2020-04-09","2020-05-01","50","7750","0","0","大京１","","20222","     "," ","02","020732","韓国","","","生鮮"
"698","422511107","ﾒﾊﾞﾁﾏｸﾞﾛ ｶﾜﾗ ﾁﾕｳﾄﾛ","","100","G","10","0","0","0281012191486001","","00","2020-02-08","2020-02-08","124","24180","0","0","大京１","","50027","     "," ","02","020732","台湾 ｲﾝﾄﾞ洋","","","生鮮"
"699","422511868","ﾒﾊﾞﾁﾏｸﾞﾛｱｶﾐ","ｻｸ","100","G","10","0","0","0281042013536001","","00","2020-02-17","2020-02-17","0","4810","0","0","大京１","","50002","     "," ","02","020732","ｲﾝﾄﾞ洋","","","生鮮"
"700","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281012114592001","","00","2020-05-02","2020-05-02","1","12417","0","0","大京１","","50029","     "," ","02","020732","台湾 太平洋","","","生鮮"
"701","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281012146089003","","00","2020-02-18","2020-02-20","1","10500","0","0","大京１","","50005","     "," ","02","020732","ｾｲｼｪﾙ ｲﾝﾄﾞ洋","","","生鮮"
"702","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281012146462001","","00","2020-02-04","2020-02-04","0","0","0","0","大京１","","50077","     "," ","02","020732","ﾊﾞﾇｱﾂ　太平洋","","","生鮮"
"703","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281042012726001","","00","2020-03-07","2020-04-07","1","40030","1","0","大京１","","50028","     "," ","02","020732","台湾 ｲﾝﾄﾞ洋","","","生鮮"
"704","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281012191298002","050573-01-00","00","2020-02-04","2020-02-18","5","52500","0","0","東市ﾛｼﾞｽﾃｨｸｽ","","50005","     "," ","02","025375","ｾｲｼｪﾙ ｲﾝﾄﾞ洋","","","生鮮"
"705","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281122005650001","051951-01-00","00","2020-02-18","2020-03-06","5","52500","0","0","東市ﾛｼﾞｽﾃｨｸｽ","","50028","     "," ","02","025375","台湾 ｲﾝﾄﾞ洋","","","生鮮"
"706","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281122005700001","053825-01-00","00","2020-03-07","2020-03-19","5","50380","0","0","東市ﾛｼﾞｽﾃｨｸｽ","","50028","     "," ","02","025375","台湾 ｲﾝﾄﾞ洋","","","生鮮"
"707","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281122005740001","054813-01-00","00","2020-03-23","2020-03-31","4","28120","0","0","東市ﾛｼﾞｽﾃｨｸｽ","","50029","     "," ","02","025375","台湾 太平洋","","","生鮮"
"708","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281122005769001","055999-01-00","00","2020-04-02","2020-04-17","4","32744","0","0","東市ﾛｼﾞｽﾃｨｸｽ","","50029","     "," ","02","025375","台湾 太平洋","","","生鮮"
"709","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281122005803001","057201-01-00","00","2020-04-18","2020-04-27","5","78070","0","0","東市ﾛｼﾞｽﾃｨｸｽ","","50029","     "," ","02","025375","台湾 太平洋","","","生鮮"
"710","423660000","ﾒｶｼﾞｷ","","10000","G","1","12417","0","0281122005824001","057823-01-00","00","2020-04-25","2020-05-02","5","66445","4","0","東市ﾛｼﾞｽﾃｨｸｽ","","50029","     "," ","02","025375","台湾 太平洋","","","生鮮"
"711","423711096","ﾒｶｼﾞｷ ﾁﾔﾝｸ","E","100","G","10","101","0","0281012152607001","","00","2020-03-26","2020-05-02","225","22500","147","0","大京１","","50031","     "," ","02","020732","中国 ｲﾝﾄﾞ洋","","","生鮮"
"712","423711096","ﾒｶｼﾞｷ ﾁﾔﾝｸ","E","100","G","10","101","0","0281042008404001","","00","2020-03-21","2020-03-23","0","0","0","0","大京１","","50029","     "," ","02","020732","台湾 太平洋","","","生鮮"
"713","423711096","ﾒｶｼﾞｷ ﾁﾔﾝｸ","E","100","G","10","101","0","0281042010151001","","00","2020-02-14","2020-03-05","0","0","0","0","大京１","","50077","     "," ","02","020732","ﾊﾞﾇｱﾂ　太平洋","","","生鮮"
"714","424611000","ﾏﾝﾀﾞｲ(ｱｶﾏﾝﾎﾞｳ) ﾁﾔﾝｸ","","100","G","10","0","0","0281012154404002","","00","2020-04-07","2020-04-07","60","4800","0","0","大京１","","50027","     "," ","02","020732","台湾 ｲﾝﾄﾞ洋","","","生鮮"
"715","424611000","ﾏﾝﾀﾞｲ(ｱｶﾏﾝﾎﾞｳ) ﾁﾔﾝｸ","","100","G","10","0","0","0281012154964001","","00","2020-04-07","2020-04-07","-60","-4800","0","0","大京１","","50029","     "," ","02","020732","台湾 太平洋","","","生鮮"
"716","424611000","ﾏﾝﾀﾞｲ(ｱｶﾏﾝﾎﾞｳ) ﾁﾔﾝｸ","","100","G","10","0","0","0281012182923002","","00","2020-03-02","2020-03-02","-180","-14400","0","0","大京１","","50035","     "," ","02","020732","日本 ｲﾝﾄﾞ洋","","","生鮮"
"717","426660125","ﾒﾊﾞﾁ ﾏｸﾞﾛ","M172C2","100","G","10","0","0","0281042006804001","","00","2020-04-21","2020-04-21","0","7650","0","0","大京１","","20228","     "," ","02","020732","台湾","","","生鮮"
"718","427311006","ｸｼﾞﾗ","ｱｶ ﾄｸﾖｳ","100","G","10","0","0","0281012122348001","","00","2020-04-04","2020-04-04","21","4848","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"719","428180900","ｸｼﾞﾗｼｵｶﾜ","","5000","G","2","0","0","0281012107091001","","00","2020-04-04","2020-04-04","2","43516","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"720","428811000","ｶﾂｵ","","100","G","10","0","0","0281042009184001","","00","2020-03-10","2020-03-10","0","8260","0","0","大京１","","10046","     "," ","02","020732","鹿児島県","","","生鮮"
"721","428811000","ｶﾂｵ","","100","G","10","0","0","0281042010084001","","00","2020-02-21","2020-02-21","0","9280","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"722","428811000","ｶﾂｵ","","100","G","10","0","0","0281042012335001","","00","2020-03-24","2020-03-24","17","1870","0","0","大京１","","10038","     "," ","02","020732","愛媛県","","","生鮮"
"723","428811500","ｶﾂｵ ｽｷﾝﾚｽ","","100","G","10","80","0","0287212337143004","","00","2020-03-26","2020-03-27","121","9680","101","0","大京１","","50036","     "," ","02","020732","日本 太平洋","","","生鮮"
"724","429088200","ｶﾂｵ ｽｷﾝﾚｽ","","3000","G","3","0","0","0281042010516001","","00","2020-03-02","2020-03-02","3","10800","0","0","大京１","","10004","     "," ","02","020732","宮城県","","","生鮮"
"725","429211000","ｶﾂｵ ﾀﾀｷ","","100","G","10","103","0","0281012103624001","","00","2020-05-02","2020-05-02","18","1620","18","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"726","429211063","ｶﾂｵ ﾀﾀｷ","ﾁﾙﾄﾞ","100","G","10","0","0","0281042010121001","","00","2020-03-10","2020-03-12","73","12595","0","0","大京１","","10045","     "," ","01","020732","宮崎県","","","加工食品"
"727","429211090","ｶﾂｵ ﾀﾀｷ","A","100","G","10","0","0","0281012170365001","","00","2020-02-29","2020-03-26","30","3000","0","0","大京１","","10004","     "," ","01","020732","宮城県","","","加工食品"
"728","429288200","ｶﾂｵ ﾀﾀｷ","","3000","G","3","2700","0","0281012103528005","","00","2020-04-17","2020-05-02","3","8100","2","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"729","429288240","ｶﾂｵ ﾀﾀｷ","ｷﾝｶｲ","3000","G","3","0","0","0281012154967001","","00","2020-05-02","2020-05-02","3","9000","0","0","大京１","","10004","     "," ","01","020732","宮城県","","","加工食品"
"730","430530099","ｲｸﾗｼﾖｳﾕﾂﾞｹ","","500","G","20","2159","0","0281042012906001","","00","2020-03-26","2020-05-02","33","72474","22","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"731","430530697","ｲｸﾗ1","ｼﾖｳﾕｱｼﾞ","500","G","20","3186","0","0281012117717001","","00","2020-03-02","2020-04-23","18","70632","13","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"732","430530982","ｲｸﾗｼﾖｳﾕﾂﾞｹ","3ﾄｸ","500","G","20","0","0","0281042009712001","","00","2020-03-05","2020-03-05","0","60240","0","0","大京１","","10001","     "," ","01","020732","北海道","","","加工食品"
"733","430530984","ｲｸﾗｼﾖｳﾕﾂﾞｹ","ﾄｸ","500","G","20","2500","0","0281042013658001","","00","2020-04-13","2020-04-27","20","50000","18","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"734","430610100","ｲｸﾗｼｵ ｱﾒﾘｶ","","1000","G","12","0","0","0281012173997001","","00","2020-03-21","2020-03-21","0","-1000","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"735","433930000","ﾀﾗｺ","","500","G","10","0","0","0281042007028001","","00","2020-05-02","2020-05-02","0","1400","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"736","433930551","ﾀﾗｺﾊﾞﾗｺ ﾕｳｼﾖｸ","ﾁﾕ-ﾌﾞ","500","G","20","650","0","0281042013036001","","00","2020-01-16","2020-02-25","190","123500","151","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"737","433930700","ﾀﾗｺ","","500","G","20","0","0","0281012165709001","","00","2020-02-21","2020-02-21","1","2000","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"738","434402000","ﾒﾝﾀｲｺ","","2000","G","1","2756","0","0281042012075001","","00","2019-12-28","2020-04-03","11","30602","2","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"739","434410095","ﾒﾝﾀｲｺ","ﾅﾐｷﾚ","1000","G","10","1150","0","0281012168773001","","00","2019-11-29","2020-03-12","18","20700","6","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"740","434430051","ﾒﾝﾀｲｺ","ﾁﾕ-ﾌﾞ","500","G","20","0","0","0281042013035001","","00","2020-03-05","2020-03-31","13","9000","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"741","434440100","ﾒﾝﾀｲｺ","","400","G","1","0","0","0281012105187002","","00","2020-02-08","2020-02-08","3","6000","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"742","434830000","ﾒﾝﾀｲ ﾁﾕｰﾌﾞ","","500","G","10","1050","0","0281012103459001","","00","2020-03-21","2020-04-06","53","55650","36","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"743","435695025","ｶﾗｽﾐ","A","1","G","1","0","0","0281042012848001","","00","2020-03-26","2020-03-26","112","2016","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"744","438066000","ﾄﾋﾞﾂｺ","","140","G","1","0","0","0281042012406001","","00","2020-03-06","2020-03-06","0","40","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"745","438130897","ﾏｽｺ","ｼﾖｳﾕﾂﾞｹ","500","G","20","1891","0","0281042009842001","","00","2020-04-24","2020-04-30","36","68496","32","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"746","438210100","ﾍﾞﾆｺｼｵ ｱﾒﾘｶ","","1000","G","12","0","0","0281042012957001","","00","2020-05-04","2020-05-02","12","34800","12","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"747","438280000","ﾍﾞﾆｺ","","5000","G","1","0","0","0287212337147003","","00","2020-03-17","2020-03-17","0","0","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"748","439510946","ﾏﾀﾞﾗ ｼﾗｺ ｱﾒﾘｶ","","1000","G","12","0","0","0281042010952001","","00","2020-03-12","2020-03-12","0","1500","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"749","439530046","ﾏﾀﾞﾗ ｼﾗｺ","","500","G","20","0","0","0287212337144001","","00","2020-03-09","2020-03-09","0","1000","0","0","大京１","","10001","     "," ","02","020732","北海道","","","生鮮"
"750","439555496","ﾏｽｺ ｼﾖｳﾕﾂﾞｹ","","250","G","40","861","0","0281042009115001","","00","2020-03-24","2020-03-26","40","34000","40","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"751","439602529","ﾍﾞﾆｻｹｽｼﾞｺ ｼﾖｳﾕﾂﾞｹ","","2000","G","5","0","0","0281042012903001","","00","2020-05-01","2020-05-01","5","26000","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"752","439711016","ﾀｲｼﾗｺ","","100","G","10","0","0","0281042013566001","","00","2020-02-27","2020-02-27","0","0","0","0","大京１","","10038","     "," ","02","020732","愛媛県","","","生鮮"
"753","439730016","ﾀｲｼﾗｺ","","500","G","20","0","0","0281042013566002","","00","2020-02-27","2020-02-27","0","0","0","0","大京１","","10038","     "," ","02","020732","愛媛県","","","生鮮"
